inspection_id,bridge_id,inspection_date,inspection_type,condition_class,BCI_score,deck_score,superstructure_score,substructure_score,inspector_team,recommended_action
INSP-BR0299-2026,BR0299,2026-07-02,Frequent inspection,2,87.2,94.2,78.0,89.6,Team B,Routine maintenance
INSP-BR0300-2021,BR0300,2021-06-13,Regular inspection,3,65.0,60.5,64.5,60.0,Team B,Repair planning
INSP-BR0300-2024,BR0300,2024-06-23,Regular inspection,3,68.2,59.0,73.6,78.8,Team C,Repair planning
INSP-BR0300-2026,BR0300,2026-07-04,Regular inspection,3,66.2,64.2,59.5,64.3,Team B,Repair planning
INSP-BR0301-2021,BR0301,2021-04-15,Regular inspection,2,80.5,69.3,72.4,77.8,External consultant,Routine maintenance
INSP-BR0301-2024,BR0301,2024-05-22,Regular inspection,1,97.9,88.0,89.3,90.6,Team A,Routine maintenance
INSP-BR0301-2025,BR0301,2025-07-10,Regular inspection,2,81.2,80.7,74.4,78.4,Team C,Routine maintenance
INSP-BR0302-2022,BR0302,2022-05-21,Regular inspection,3,62.3,61.2,57.4,57.0,Team A,Repair planning
INSP-BR0302-2023,BR0302,2023-03-17,Special inspection,2,89.4,94.9,92.2,88.9,Team B,Routine maintenance
INSP-BR0302-2025,BR0302,2025-05-06,Regular inspection,2,80.1,70.9,90.1,88.9,Team A,Routine maintenance
INSP-BR0302-2026,BR0302,2026-10-10,Special inspection,3,73.8,66.8,76.9,65.9,Team A,Repair planning
INSP-BR0303-2022,BR0303,2022-11-23,Regular inspection,4,55.2,47.6,61.2,61.8,Team C,Major repair / load assessment
INSP-BR0303-2023,BR0303,2023-04-18,Regular inspection,4,53.7,51.4,46.0,54.3,External consultant,Major repair / load assessment
INSP-BR0303-2024,BR0303,2024-11-05,Regular inspection,4,51.5,55.5,53.3,45.4,Team C,Major repair / load assessment
INSP-BR0303-2026,BR0303,2026-04-25,Regular inspection,4,57.3,51.2,65.4,60.7,Team A,Major repair / load assessment
INSP-BR0304-2021,BR0304,2021-07-04,Regular inspection,2,84.7,87.2,86.7,79.5,Team C,Routine maintenance
INSP-BR0304-2023,BR0304,2023-07-13,Regular inspection,2,78.7,68.2,77.3,85.1,Team B,Routine maintenance
INSP-BR0304-2024,BR0304,2024-10-17,Frequent inspection,2,78.6,75.8,82.7,81.8,External consultant,Routine maintenance
INSP-BR0304-2026,BR0304,2026-03-23,Regular inspection,3,72.4,62.7,63.5,80.3,Team C,Repair planning
INSP-BR0305-2022,BR0305,2022-08-21,Special inspection,1,92.2,96.5,91.4,98.3,Team C,Routine maintenance
INSP-BR0305-2025,BR0305,2025-10-06,Regular inspection,1,94.0,93.2,88.8,87.3,Team B,Routine maintenance
INSP-BR0305-2026,BR0305,2026-04-05,Frequent inspection,1,98.5,98.5,97.9,100,External consultant,Routine maintenance
INSP-BR0306-2024,BR0306,2024-05-17,Regular inspection,2,77.4,74.8,84.1,74.9,Team C,Routine maintenance
INSP-BR0306-2025,BR0306,2025-08-08,Regular inspection,2,83.6,88.2,77.4,95.0,Team C,Routine maintenance
INSP-BR0307-2024,BR0307,2024-05-24,Regular inspection,1,91.6,85.2,89.4,83.5,External consultant,Routine maintenance
INSP-BR0307-2025,BR0307,2025-03-12,Regular inspection,2,88.6,82.7,83.9,100,External consultant,Routine maintenance
INSP-BR0307-2026,BR0307,2026-11-10,Frequent inspection,2,78.5,80.8,74.5,71.9,Team B,Routine maintenance
INSP-BR0308-2021,BR0308,2021-04-17,Regular inspection,3,71.2,64.3,61.9,77.1,Team C,Repair planning
INSP-BR0308-2024,BR0308,2024-03-01,Regular inspection,3,70.6,78.5,65.4,74.2,Team C,Repair planning
INSP-BR0309-2024,BR0309,2024-04-09,Regular inspection,1,93.1,99.0,84.5,95.0,Team B,Routine maintenance
INSP-BR0309-2025,BR0309,2025-03-15,Regular inspection,1,95.0,100,85.7,89.6,External consultant,Routine maintenance
INSP-BR0309-2026,BR0309,2026-11-25,Regular inspection,1,92.3,92.0,99.7,85.6,External consultant,Routine maintenance
INSP-BR0310-2021,BR0310,2021-10-05,Regular inspection,3,69.0,73.4,67.1,61.5,External consultant,Repair planning
INSP-BR0310-2022,BR0310,2022-11-12,Regular inspection,2,84.4,88.2,88.6,77.3,Team C,Routine maintenance
INSP-BR0310-2024,BR0310,2024-10-21,Frequent inspection,2,78.3,72.3,71.7,86.4,Team C,Routine maintenance
INSP-BR0310-2026,BR0310,2026-06-11,Regular inspection,3,66.3,70.7,64.6,68.9,Team C,Repair planning
INSP-BR0311-2022,BR0311,2022-10-07,Regular inspection,2,76.9,69.6,69.3,74.7,Team C,Routine maintenance
INSP-BR0311-2023,BR0311,2023-04-22,Special inspection,2,86.7,85.3,93.5,78.7,External consultant,Routine maintenance
INSP-BR0311-2024,BR0311,2024-10-12,Regular inspection,2,76.4,80.4,71.3,88.0,External consultant,Routine maintenance
INSP-BR0312-2022,BR0312,2022-06-04,Regular inspection,1,92.8,91.6,83.1,87.4,Team C,Routine maintenance
INSP-BR0312-2024,BR0312,2024-11-07,Regular inspection,2,85.6,81.3,94.0,91.0,External consultant,Routine maintenance
INSP-BR0312-2025,BR0312,2025-07-25,Regular inspection,2,82.4,86.7,81.9,90.9,Team C,Routine maintenance
INSP-BR0312-2026,BR0312,2026-05-03,Frequent inspection,2,87.6,80.0,78.1,82.7,Team B,Routine maintenance
INSP-BR0313-2021,BR0313,2021-06-09,Frequent inspection,2,79.3,68.4,86.1,90.5,Team B,Routine maintenance
INSP-BR0313-2026,BR0313,2026-03-21,Regular inspection,3,62.2,51.2,55.9,70.5,Team C,Repair planning
INSP-BR0314-2022,BR0314,2022-05-04,Regular inspection,3,67.5,73.0,57.8,64.5,Team A,Repair planning
INSP-BR0314-2023,BR0314,2023-05-16,Regular inspection,3,62.1,60.6,67.5,64.8,External consultant,Repair planning
INSP-BR0314-2026,BR0314,2026-06-13,Special inspection,3,66.9,55.9,74.4,73.5,External consultant,Repair planning
INSP-BR0315-2021,BR0315,2021-06-21,Regular inspection,3,64.2,63.7,66.6,57.8,Team B,Repair planning
INSP-BR0315-2026,BR0315,2026-04-14,Regular inspection,3,72.5,73.6,73.2,77.4,Team A,Repair planning
INSP-BR0316-2023,BR0316,2023-06-07,Regular inspection,2,78.6,82.7,82.8,76.7,Team C,Routine maintenance
INSP-BR0316-2024,BR0316,2024-07-04,Special inspection,2,79.3,72.9,86.5,85.2,Team C,Routine maintenance
INSP-BR0316-2025,BR0316,2025-10-23,Regular inspection,1,97.5,95.1,100,100,Team A,Routine maintenance
INSP-BR0316-2026,BR0316,2026-07-15,Regular inspection,2,83.0,72.2,88.2,79.8,Team B,Routine maintenance
INSP-BR0317-2021,BR0317,2021-11-04,Regular inspection,2,81.4,72.9,72.8,75.5,Team B,Routine maintenance
INSP-BR0317-2023,BR0317,2023-05-05,Regular inspection,2,77.9,75.3,86.5,88.8,Team A,Routine maintenance
INSP-BR0317-2026,BR0317,2026-08-14,Frequent inspection,2,79.9,71.8,72.2,74.5,External consultant,Routine maintenance
INSP-BR0318-2023,BR0318,2023-04-02,Frequent inspection,1,95.6,86.7,100,87.7,Team C,Routine maintenance
INSP-BR0318-2025,BR0318,2025-06-11,Regular inspection,1,93.5,88.4,93.1,100,Team B,Routine maintenance
INSP-BR0319-2021,BR0319,2021-10-01,Regular inspection,2,79.6,82.0,84.1,87.5,External consultant,Routine maintenance
INSP-BR0319-2024,BR0319,2024-10-09,Frequent inspection,2,85.7,79.1,79.4,85.6,Team C,Routine maintenance
INSP-BR0319-2025,BR0319,2025-09-05,Frequent inspection,1,96.8,92.9,96.6,100,Team B,Routine maintenance
INSP-BR0319-2026,BR0319,2026-03-17,Regular inspection,2,85.9,84.8,94.2,81.6,Team B,Routine maintenance
INSP-BR0320-2022,BR0320,2022-10-15,Regular inspection,1,93.9,83.5,100,94.6,Team A,Routine maintenance
INSP-BR0320-2023,BR0320,2023-06-21,Regular inspection,1,95.9,93.9,88.3,100,Team B,Routine maintenance
INSP-BR0320-2024,BR0320,2024-04-08,Special inspection,1,96.5,99.4,98.2,100,Team C,Routine maintenance
INSP-BR0320-2026,BR0320,2026-11-07,Special inspection,1,96.2,100,100,94.9,Team C,Routine maintenance
INSP-BR0321-2021,BR0321,2021-06-21,Regular inspection,1,93.1,95.0,98.1,98.9,Team C,Routine maintenance
INSP-BR0321-2022,BR0321,2022-07-20,Regular inspection,1,92.2,96.5,83.8,84.8,External consultant,Routine maintenance
INSP-BR0321-2025,BR0321,2025-06-11,Regular inspection,1,97.5,90.7,89.8,91.8,Team B,Routine maintenance
INSP-BR0321-2026,BR0321,2026-11-20,Regular inspection,1,97.7,100,100,100,Team A,Routine maintenance
INSP-BR0322-2021,BR0322,2021-09-24,Special inspection,2,83.1,76.2,73.2,78.7,External consultant,Routine maintenance
INSP-BR0322-2025,BR0322,2025-04-15,Regular inspection,2,89.2,83.3,96.1,87.9,Team C,Routine maintenance
INSP-BR0323-2021,BR0323,2021-09-25,Regular inspection,3,66.3,67.9,57.6,67.8,External consultant,Repair planning
INSP-BR0323-2023,BR0323,2023-11-09,Frequent inspection,2,79.3,84.7,88.3,86.5,Team C,Routine maintenance
INSP-BR0323-2024,BR0323,2024-04-06,Regular inspection,3,64.5,69.3,60.6,59.2,Team B,Repair planning
INSP-BR0323-2026,BR0323,2026-05-10,Regular inspection,3,71.7,71.0,64.5,76.7,External consultant,Repair planning
INSP-BR0324-2022,BR0324,2022-04-24,Regular inspection,3,67.3,61.1,66.7,75.8,Team B,Repair planning
INSP-BR0324-2024,BR0324,2024-03-13,Frequent inspection,2,82.3,89.3,81.2,75.3,Team A,Routine maintenance
INSP-BR0324-2025,BR0324,2025-08-03,Frequent inspection,3,70.0,63.0,69.6,68.8,External consultant,Repair planning
INSP-BR0325-2023,BR0325,2023-11-08,Regular inspection,1,95.9,97.2,100,95.8,External consultant,Routine maintenance
INSP-BR0325-2024,BR0325,2024-09-07,Special inspection,1,98.0,100,100,89.4,External consultant,Routine maintenance
INSP-BR0325-2026,BR0325,2026-07-25,Frequent inspection,2,78.1,76.7,83.0,80.9,External consultant,Routine maintenance
INSP-BR0326-2022,BR0326,2022-08-04,Regular inspection,2,76.9,75.5,70.6,88.6,Team C,Routine maintenance
INSP-BR0326-2024,BR0326,2024-07-02,Special inspection,2,81.8,85.7,73.8,88.9,Team C,Routine maintenance
INSP-BR0327-2023,BR0327,2023-06-10,Frequent inspection,3,64.2,59.2,64.5,76.2,External consultant,Repair planning
INSP-BR0327-2024,BR0327,2024-10-22,Regular inspection,3,73.1,67.7,75.2,71.3,Team B,Repair planning
INSP-BR0327-2026,BR0327,2026-08-11,Regular inspection,4,53.2,58.6,53.5,51.5,Team C,Major repair / load assessment
INSP-BR0328-2024,BR0328,2024-03-23,Frequent inspection,2,88.7,78.8,91.4,82.6,Team B,Routine maintenance
INSP-BR0328-2026,BR0328,2026-07-03,Regular inspection,3,67.2,61.2,60.5,61.8,Team B,Repair planning
INSP-BR0329-2021,BR0329,2021-10-12,Regular inspection,1,96.6,89.6,100,100,External consultant,Routine maintenance
INSP-BR0329-2023,BR0329,2023-08-11,Regular inspection,2,87.1,81.8,77.3,82.9,Team B,Routine maintenance
INSP-BR0329-2026,BR0329,2026-07-17,Regular inspection,2,84.9,92.7,77.8,83.8,Team A,Routine maintenance
INSP-BR0330-2025,BR0330,2025-10-23,Regular inspection,4,59.8,53.0,62.3,64.1,Team C,Major repair / load assessment
INSP-BR0330-2026,BR0330,2026-05-11,Regular inspection,4,42.1,46.4,33.7,42.3,Team A,Major repair / load assessment
INSP-BR0331-2023,BR0331,2023-04-20,Regular inspection,1,97.0,100,100,98.0,Team A,Routine maintenance
INSP-BR0331-2024,BR0331,2024-10-16,Regular inspection,2,86.3,87.5,77.1,77.8,Team C,Routine maintenance
INSP-BR0331-2025,BR0331,2025-03-18,Special inspection,2,84.7,79.7,76.3,96.2,Team C,Routine maintenance
INSP-BR0331-2026,BR0331,2026-09-24,Regular inspection,2,86.1,77.1,95.8,91.2,Team B,Routine maintenance
INSP-BR0332-2021,BR0332,2021-06-21,Frequent inspection,2,87.1,91.5,85.6,82.6,Team B,Routine maintenance
INSP-BR0332-2023,BR0332,2023-11-19,Frequent inspection,1,96.9,85.3,93.5,100,Team A,Routine maintenance
INSP-BR0332-2025,BR0332,2025-04-17,Frequent inspection,2,78.6,81.0,74.4,83.1,External consultant,Routine maintenance
INSP-BR0332-2026,BR0332,2026-09-24,Regular inspection,2,77.7,80.7,83.1,72.1,Team C,Routine maintenance
INSP-BR0333-2021,BR0333,2021-10-11,Regular inspection,1,96.0,86.5,100,96.9,Team B,Routine maintenance
INSP-BR0333-2025,BR0333,2025-10-19,Regular inspection,1,97.2,97.6,96.0,100,Team A,Routine maintenance
INSP-BR0333-2026,BR0333,2026-10-22,Regular inspection,2,78.1,71.0,73.4,85.6,Team B,Routine maintenance
INSP-BR0334-2023,BR0334,2023-07-02,Frequent inspection,4,58.3,50.7,68.1,61.5,External consultant,Major repair / load assessment
INSP-BR0334-2026,BR0334,2026-09-15,Regular inspection,4,44.8,33.1,43.3,47.5,External consultant,Major repair / load assessment
INSP-BR0335-2021,BR0335,2021-11-20,Regular inspection,3,63.2,52.9,54.0,58.0,Team C,Repair planning
INSP-BR0335-2024,BR0335,2024-10-02,Regular inspection,4,46.4,41.9,44.5,51.0,Team B,Major repair / load assessment
INSP-BR0335-2025,BR0335,2025-09-01,Frequent inspection,4,49.8,50.0,59.0,48.8,Team A,Major repair / load assessment
INSP-BR0336-2023,BR0336,2023-07-13,Regular inspection,2,87.6,83.2,82.4,92.1,Team C,Routine maintenance
INSP-BR0336-2026,BR0336,2026-08-07,Regular inspection,3,69.2,70.3,76.5,63.0,Team B,Repair planning
INSP-BR0337-2021,BR0337,2021-08-21,Frequent inspection,2,89.6,93.7,80.6,94.0,Team C,Routine maintenance
INSP-BR0337-2024,BR0337,2024-11-22,Regular inspection,2,77.9,68.9,69.1,87.3,External consultant,Routine maintenance
INSP-BR0337-2025,BR0337,2025-10-23,Regular inspection,2,78.3,81.2,86.3,86.3,External consultant,Routine maintenance
INSP-BR0338-2021,BR0338,2021-07-02,Regular inspection,2,84.9,82.7,78.4,83.2,Team C,Routine maintenance
INSP-BR0338-2022,BR0338,2022-04-21,Frequent inspection,2,83.3,74.7,74.9,82.8,External consultant,Routine maintenance
INSP-BR0338-2024,BR0338,2024-04-06,Regular inspection,2,88.9,85.2,95.2,99.0,Team B,Routine maintenance
INSP-BR0338-2026,BR0338,2026-04-22,Frequent inspection,2,84.4,74.7,93.3,80.7,Team C,Routine maintenance
INSP-BR0339-2022,BR0339,2022-06-17,Regular inspection,1,97.4,100,100,92.1,Team A,Routine maintenance
INSP-BR0339-2023,BR0339,2023-03-07,Frequent inspection,1,96.6,100,89.5,100,Team C,Routine maintenance
INSP-BR0340-2023,BR0340,2023-03-09,Regular inspection,3,63.1,67.1,62.4,56.5,Team A,Repair planning
INSP-BR0340-2025,BR0340,2025-03-08,Regular inspection,3,63.3,69.6,68.1,62.7,Team A,Repair planning
INSP-BR0341-2021,BR0341,2021-04-06,Frequent inspection,4,58.2,49.3,55.0,63.4,External consultant,Major repair / load assessment
INSP-BR0341-2022,BR0341,2022-09-08,Frequent inspection,4,43.3,40.2,33.7,35.5,Team A,Major repair / load assessment
INSP-BR0341-2024,BR0341,2024-07-10,Regular inspection,4,54.1,58.3,53.3,63.2,Team B,Major repair / load assessment
INSP-BR0342-2021,BR0342,2021-10-13,Regular inspection,2,80.9,72.2,76.2,73.7,Team B,Routine maintenance
INSP-BR0342-2023,BR0342,2023-11-19,Regular inspection,3,66.4,74.0,75.0,76.4,Team B,Repair planning
INSP-BR0342-2024,BR0342,2024-11-19,Regular inspection,3,71.1,76.8,77.8,62.3,Team C,Repair planning
INSP-BR0343-2021,BR0343,2021-04-10,Regular inspection,2,82.3,80.7,74.0,81.3,Team C,Routine maintenance
INSP-BR0343-2022,BR0343,2022-09-23,Regular inspection,1,91.4,90.9,96.0,100,Team B,Routine maintenance
INSP-BR0343-2023,BR0343,2023-04-15,Regular inspection,2,86.2,75.8,76.6,93.6,Team B,Routine maintenance
INSP-BR0343-2026,BR0343,2026-04-20,Regular inspection,2,85.7,81.4,84.8,91.5,Team B,Routine maintenance
INSP-BR0344-2021,BR0344,2021-06-08,Regular inspection,1,93.2,94.6,100,86.3,Team B,Routine maintenance
INSP-BR0344-2023,BR0344,2023-09-24,Frequent inspection,1,98.3,94.1,100,93.5,Team B,Routine maintenance
INSP-BR0344-2024,BR0344,2024-11-21,Special inspection,2,77.8,82.9,76.7,74.4,Team B,Routine maintenance
INSP-BR0344-2025,BR0344,2025-10-24,Regular inspection,2,88.6,80.2,85.6,98.6,Team C,Routine maintenance
INSP-BR0345-2021,BR0345,2021-06-15,Regular inspection,3,68.0,75.1,76.9,75.0,Team B,Repair planning
INSP-BR0345-2022,BR0345,2022-10-10,Regular inspection,3,70.0,59.0,60.4,76.9,Team C,Repair planning
INSP-BR0345-2025,BR0345,2025-03-15,Regular inspection,3,74.9,63.1,77.5,71.8,Team C,Repair planning
INSP-BR0345-2026,BR0345,2026-10-25,Regular inspection,3,62.5,59.1,67.7,54.1,External consultant,Repair planning
INSP-BR0346-2022,BR0346,2022-11-03,Regular inspection,2,83.5,78.5,88.3,94.7,External consultant,Routine maintenance
INSP-BR0346-2023,BR0346,2023-07-09,Regular inspection,2,85.0,77.9,94.2,94.9,External consultant,Routine maintenance
INSP-BR0346-2025,BR0346,2025-08-20,Regular inspection,2,77.5,85.4,80.8,78.1,Team C,Routine maintenance
INSP-BR0347-2021,BR0347,2021-08-03,Regular inspection,3,67.8,61.2,76.7,59.8,Team A,Repair planning
INSP-BR0347-2022,BR0347,2022-09-20,Regular inspection,3,61.5,60.6,67.6,73.4,Team A,Repair planning
INSP-BR0347-2023,BR0347,2023-03-09,Frequent inspection,3,64.1,62.6,57.5,72.0,Team C,Repair planning
INSP-BR0347-2024,BR0347,2024-09-02,Frequent inspection,3,70.9,75.3,79.9,70.9,Team B,Repair planning
INSP-BR0348-2022,BR0348,2022-10-23,Regular inspection,2,85.7,80.6,83.8,91.4,Team C,Routine maintenance
INSP-BR0348-2024,BR0348,2024-05-25,Special inspection,2,84.7,75.4,81.9,90.3,Team B,Routine maintenance
INSP-BR0348-2026,BR0348,2026-04-15,Special inspection,2,79.8,87.7,88.9,73.4,Team A,Routine maintenance
INSP-BR0349-2021,BR0349,2021-06-05,Regular inspection,1,97.1,89.5,100,100,Team C,Routine maintenance
INSP-BR0349-2022,BR0349,2022-09-23,Regular inspection,2,83.2,78.8,74.2,93.0,Team A,Routine maintenance
INSP-BR0349-2026,BR0349,2026-07-23,Regular inspection,2,79.9,82.7,75.6,78.4,Team B,Routine maintenance
INSP-BR0350-2021,BR0350,2021-09-07,Regular inspection,2,79.2,74.1,73.3,86.1,External consultant,Routine maintenance
INSP-BR0350-2026,BR0350,2026-08-09,Regular inspection,2,83.8,90.1,86.1,82.4,Team A,Routine maintenance
INSP-BR0351-2023,BR0351,2023-05-05,Frequent inspection,3,74.2,81.8,75.7,84.4,External consultant,Repair planning
INSP-BR0351-2024,BR0351,2024-11-11,Regular inspection,4,51.9,40.0,45.8,50.5,Team A,Major repair / load assessment
INSP-BR0351-2025,BR0351,2025-04-07,Regular inspection,4,46.9,41.0,52.9,57.6,Team B,Major repair / load assessment
INSP-BR0352-2021,BR0352,2021-04-11,Regular inspection,3,66.7,65.2,75.8,66.2,Team A,Repair planning
INSP-BR0352-2024,BR0352,2024-07-01,Regular inspection,2,89.9,85.5,92.0,85.6,Team C,Routine maintenance
INSP-BR0352-2025,BR0352,2025-08-10,Regular inspection,3,73.8,79.1,73.8,83.2,Team A,Repair planning
INSP-BR0353-2022,BR0353,2022-07-09,Special inspection,3,63.1,57.3,65.5,73.1,Team B,Repair planning
INSP-BR0353-2023,BR0353,2023-10-11,Regular inspection,3,61.4,55.9,51.9,63.1,Team C,Repair planning
INSP-BR0353-2024,BR0353,2024-03-08,Regular inspection,3,66.8,70.6,60.8,73.8,External consultant,Repair planning
INSP-BR0353-2026,BR0353,2026-10-25,Regular inspection,3,74.1,80.6,64.8,69.9,Team B,Repair planning
INSP-BR0354-2023,BR0354,2023-07-02,Regular inspection,2,83.1,78.6,83.7,94.8,Team A,Routine maintenance
INSP-BR0354-2025,BR0354,2025-07-25,Regular inspection,2,85.1,73.3,83.7,86.6,Team B,Routine maintenance
INSP-BR0355-2021,BR0355,2021-03-01,Frequent inspection,2,84.3,77.6,77.3,89.8,Team C,Routine maintenance
INSP-BR0355-2025,BR0355,2025-09-01,Regular inspection,2,78.0,66.9,76.7,84.0,External consultant,Routine maintenance
INSP-BR0356-2023,BR0356,2023-08-13,Frequent inspection,3,62.9,69.7,71.7,68.2,Team A,Repair planning
INSP-BR0356-2024,BR0356,2024-07-13,Regular inspection,2,81.9,79.0,89.0,91.9,Team A,Routine maintenance
INSP-BR0356-2025,BR0356,2025-06-24,Regular inspection,3,67.1,58.1,75.5,63.2,External consultant,Repair planning
INSP-BR0356-2026,BR0356,2026-10-09,Regular inspection,3,63.7,70.8,64.1,59.2,Team B,Repair planning
INSP-BR0357-2021,BR0357,2021-03-08,Frequent inspection,1,95.3,99.5,100,91.7,Team A,Routine maintenance
INSP-BR0357-2022,BR0357,2022-10-04,Regular inspection,2,88.8,91.4,85.6,89.4,Team A,Routine maintenance
INSP-BR0357-2024,BR0357,2024-03-12,Frequent inspection,2,81.4,71.5,72.8,76.9,Team A,Routine maintenance
INSP-BR0358-2021,BR0358,2021-08-20,Regular inspection,3,63.4,61.5,61.0,60.1,Team A,Repair planning
INSP-BR0358-2023,BR0358,2023-03-06,Special inspection,3,63.2,61.4,61.8,72.5,External consultant,Repair planning
INSP-BR0358-2025,BR0358,2025-06-16,Special inspection,3,65.4,71.6,65.0,70.9,Team C,Repair planning
INSP-BR0358-2026,BR0358,2026-07-21,Regular inspection,3,66.6,67.1,67.5,77.3,Team B,Repair planning
INSP-BR0359-2022,BR0359,2022-10-13,Frequent inspection,2,86.9,84.7,78.4,86.9,Team C,Routine maintenance
INSP-BR0359-2025,BR0359,2025-07-12,Special inspection,2,85.6,92.4,77.5,78.5,Team A,Routine maintenance
INSP-BR0360-2022,BR0360,2022-08-16,Regular inspection,2,79.8,69.6,77.7,76.9,Team B,Routine maintenance
INSP-BR0360-2024,BR0360,2024-06-07,Regular inspection,2,82.4,81.1,87.6,78.5,Team C,Routine maintenance
INSP-BR0360-2026,BR0360,2026-07-17,Regular inspection,3,64.4,55.1,68.7,74.2,Team C,Repair planning
