defect_id,bridge_id,inspection_id,defect_type,component,severity,description,quantity,unit,estimated_repair_cost_cny,requires_special_inspection
DEF-BR0280-3,BR0280,INSP-BR0280-2025,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",52.0,location,153474.0,False
DEF-BR0281-1,BR0281,INSP-BR0281-2026,Rebar corrosion,Superstructure,Severe,Exposed or corroded reinforcement,46.1,location,489770.0,True
DEF-BR0282-1,BR0282,INSP-BR0282-2026,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,7.2,m2,47094.0,False
DEF-BR0282-2,BR0282,INSP-BR0282-2026,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",58.4,m,198905.0,False
DEF-BR0282-3,BR0282,INSP-BR0282-2026,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",4.1,point,252230.0,False
DEF-BR0282-4,BR0282,INSP-BR0282-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,19.6,m2,62125.0,False
DEF-BR0282-5,BR0282,INSP-BR0282-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,42.7,location,28580.0,False
DEF-BR0284-1,BR0284,INSP-BR0284-2025,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,49.3,point,196355.0,False
DEF-BR0284-2,BR0284,INSP-BR0284-2025,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,21.4,m2,103650.0,False
DEF-BR0284-3,BR0284,INSP-BR0284-2025,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",12.9,m2,20826.0,False
DEF-BR0285-1,BR0285,INSP-BR0285-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",19.8,m,35607.0,False
DEF-BR0285-2,BR0285,INSP-BR0285-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,57.5,location,112236.0,False
DEF-BR0285-3,BR0285,INSP-BR0285-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,13.4,location,100711.0,False
DEF-BR0286-1,BR0286,INSP-BR0286-2024,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,27.1,location,209802.0,False
DEF-BR0287-1,BR0287,INSP-BR0287-2025,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,41.5,m,53896.0,False
DEF-BR0287-2,BR0287,INSP-BR0287-2025,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",49.8,m,123852.0,False
DEF-BR0287-3,BR0287,INSP-BR0287-2025,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,19.5,m2,149539.0,False
DEF-BR0287-4,BR0287,INSP-BR0287-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,40.3,m2,50671.0,False
DEF-BR0288-1,BR0288,INSP-BR0288-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",29.2,m,93011.0,False
DEF-BR0289-1,BR0289,INSP-BR0289-2026,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,20.6,m,168699.0,False
DEF-BR0289-2,BR0289,INSP-BR0289-2026,Expansion joint damage,Deck system,Severe,"Broken seal, leakage or joint blockage",15.8,m,441847.0,True
DEF-BR0291-1,BR0291,INSP-BR0291-2024,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,58.4,m,352887.0,False
DEF-BR0291-2,BR0291,INSP-BR0291-2024,Scour / erosion,Foundation,Severe,Riverbed scour or slope erosion,21.2,m,180274.0,True
DEF-BR0291-3,BR0291,INSP-BR0291-2024,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,7.1,m,331848.0,False
DEF-BR0293-1,BR0293,INSP-BR0293-2024,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,47.7,m2,272956.0,False
DEF-BR0293-2,BR0293,INSP-BR0293-2024,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",13.7,m,238321.0,False
DEF-BR0294-1,BR0294,INSP-BR0294-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,47.8,m2,187681.0,False
DEF-BR0294-2,BR0294,INSP-BR0294-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,29.2,point,337896.0,False
DEF-BR0294-3,BR0294,INSP-BR0294-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,48.6,m,187164.0,False
DEF-BR0295-1,BR0295,INSP-BR0295-2025,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",17.2,m2,7988.0,False
DEF-BR0295-2,BR0295,INSP-BR0295-2025,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",36.7,location,359216.0,False
DEF-BR0295-3,BR0295,INSP-BR0295-2025,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",35.4,point,170439.0,False
DEF-BR0296-1,BR0296,INSP-BR0296-2024,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,50.8,point,130474.0,False
DEF-BR0296-2,BR0296,INSP-BR0296-2024,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",37.5,point,167726.0,False
DEF-BR0296-3,BR0296,INSP-BR0296-2024,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,17.8,location,148478.0,False
DEF-BR0297-1,BR0297,INSP-BR0297-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,7.3,location,269917.0,False
DEF-BR0297-2,BR0297,INSP-BR0297-2026,Spalling,Superstructure,Critical,Concrete cover spalling / exposed aggregate,42.1,m,217776.0,True
DEF-BR0298-1,BR0298,INSP-BR0298-2026,Railing damage,Ancillary,Severe,Damaged barrier or guardrail,45.8,location,401251.0,True
DEF-BR0298-2,BR0298,INSP-BR0298-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",43.4,point,170670.0,False
DEF-BR0298-3,BR0298,INSP-BR0298-2026,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,9.9,point,272162.0,False
DEF-BR0299-1,BR0299,INSP-BR0299-2026,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,6.4,point,361208.0,False
DEF-BR0299-2,BR0299,INSP-BR0299-2026,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",53.5,m2,148002.0,False
DEF-BR0300-1,BR0300,INSP-BR0300-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,5.7,location,171551.0,False
DEF-BR0300-2,BR0300,INSP-BR0300-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,17.3,m,10734.0,False
DEF-BR0300-3,BR0300,INSP-BR0300-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,26.7,location,18282.0,False
DEF-BR0300-4,BR0300,INSP-BR0300-2026,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,57.8,m,7534.0,False
DEF-BR0302-1,BR0302,INSP-BR0302-2026,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,47.4,location,43501.0,False
DEF-BR0302-2,BR0302,INSP-BR0302-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",4.6,m2,181767.0,False
DEF-BR0302-3,BR0302,INSP-BR0302-2026,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,46.8,point,188882.0,False
DEF-BR0302-4,BR0302,INSP-BR0302-2026,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,53.1,m2,9813.0,False
DEF-BR0303-1,BR0303,INSP-BR0303-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,15.2,m2,75469.0,False
DEF-BR0303-2,BR0303,INSP-BR0303-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,11.8,point,120904.0,False
DEF-BR0303-3,BR0303,INSP-BR0303-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",21.6,point,41091.0,False
DEF-BR0303-4,BR0303,INSP-BR0303-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,42.2,m2,230530.0,False
DEF-BR0304-1,BR0304,INSP-BR0304-2026,Bearing damage,Bearing,Severe,"Aging rubber bearing, displacement or shear deformation",5.1,point,429498.0,True
DEF-BR0304-2,BR0304,INSP-BR0304-2026,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,42.2,m2,371025.0,False
DEF-BR0304-3,BR0304,INSP-BR0304-2026,Crack,Superstructure,Severe,Longitudinal/transverse cracking in girder or slab,8.2,m2,783054.0,True
DEF-BR0304-4,BR0304,INSP-BR0304-2026,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",15.2,location,305423.0,False
DEF-BR0305-1,BR0305,INSP-BR0305-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,23.7,m2,186150.0,False
DEF-BR0306-1,BR0306,INSP-BR0306-2025,Water leakage / efflorescence,Superstructure,Severe,Seepage marks and efflorescence,49.4,m2,403754.0,True
DEF-BR0306-2,BR0306,INSP-BR0306-2025,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,54.5,m2,98260.0,False
DEF-BR0306-3,BR0306,INSP-BR0306-2025,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,48.1,m,92680.0,False
DEF-BR0306-4,BR0306,INSP-BR0306-2025,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",12.5,m,130229.0,False
DEF-BR0307-1,BR0307,INSP-BR0307-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",57.9,m2,75073.0,False
DEF-BR0307-2,BR0307,INSP-BR0307-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",14.0,m2,25102.0,False
DEF-BR0307-3,BR0307,INSP-BR0307-2026,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,9.1,point,48364.0,False
DEF-BR0308-1,BR0308,INSP-BR0308-2024,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",48.7,location,62744.0,False
DEF-BR0308-2,BR0308,INSP-BR0308-2024,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,46.7,m2,165697.0,False
DEF-BR0308-3,BR0308,INSP-BR0308-2024,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,12.3,point,240515.0,False
DEF-BR0309-1,BR0309,INSP-BR0309-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",53.2,location,172376.0,False
DEF-BR0309-2,BR0309,INSP-BR0309-2026,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",17.7,location,389677.0,False
DEF-BR0310-1,BR0310,INSP-BR0310-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,17.4,point,75503.0,False
DEF-BR0310-2,BR0310,INSP-BR0310-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,26.7,point,278960.0,False
DEF-BR0310-3,BR0310,INSP-BR0310-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",57.2,point,189392.0,False
DEF-BR0310-4,BR0310,INSP-BR0310-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,51.9,location,175858.0,False
DEF-BR0311-1,BR0311,INSP-BR0311-2024,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",18.0,m2,41511.0,False
DEF-BR0311-2,BR0311,INSP-BR0311-2024,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,48.4,m,162034.0,False
DEF-BR0312-1,BR0312,INSP-BR0312-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,47.6,point,188020.0,False
DEF-BR0312-2,BR0312,INSP-BR0312-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,57.6,m2,98333.0,False
DEF-BR0313-1,BR0313,INSP-BR0313-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,53.4,location,124134.0,False
DEF-BR0313-2,BR0313,INSP-BR0313-2026,Pier crack,Substructure,Severe,Vertical/inclined cracking at pier or cap beam,38.3,m2,652702.0,True
DEF-BR0313-3,BR0313,INSP-BR0313-2026,Crack,Superstructure,Critical,Longitudinal/transverse cracking in girder or slab,23.9,location,466925.0,True
DEF-BR0314-1,BR0314,INSP-BR0314-2026,Drainage blockage,Deck system,Moderate,"Blocked scupper, water ponding",11.2,m,165935.0,False
DEF-BR0314-2,BR0314,INSP-BR0314-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",2.2,point,34595.0,False
DEF-BR0315-1,BR0315,INSP-BR0315-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",36.8,location,182872.0,False
DEF-BR0315-2,BR0315,INSP-BR0315-2026,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",12.3,m2,369888.0,False
DEF-BR0315-3,BR0315,INSP-BR0315-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",27.8,point,39309.0,False
DEF-BR0316-1,BR0316,INSP-BR0316-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,41.7,point,188877.0,False
DEF-BR0316-2,BR0316,INSP-BR0316-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,58.6,m2,24605.0,False
DEF-BR0317-1,BR0317,INSP-BR0317-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",49.4,m,86331.0,False
DEF-BR0317-2,BR0317,INSP-BR0317-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,18.9,m,14926.0,False
DEF-BR0317-3,BR0317,INSP-BR0317-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",5.6,m,95263.0,False
DEF-BR0318-1,BR0318,INSP-BR0318-2025,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,7.2,m2,46317.0,False
DEF-BR0319-1,BR0319,INSP-BR0319-2026,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,56.9,m2,83026.0,False
DEF-BR0319-2,BR0319,INSP-BR0319-2026,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",14.1,m2,9608.0,False
DEF-BR0320-1,BR0320,INSP-BR0320-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",19.5,m2,168433.0,False
DEF-BR0320-2,BR0320,INSP-BR0320-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,24.5,m2,17815.0,False
DEF-BR0320-3,BR0320,INSP-BR0320-2026,Drainage blockage,Deck system,Severe,"Blocked scupper, water ponding",6.9,location,656822.0,True
DEF-BR0320-4,BR0320,INSP-BR0320-2026,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",12.7,m,356380.0,False
DEF-BR0320-5,BR0320,INSP-BR0320-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,0.7,m2,218588.0,False
DEF-BR0321-1,BR0321,INSP-BR0321-2026,Railing damage,Ancillary,Severe,Damaged barrier or guardrail,37.7,location,361513.0,True
DEF-BR0321-2,BR0321,INSP-BR0321-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",56.8,m2,50219.0,False
DEF-BR0321-3,BR0321,INSP-BR0321-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,59.3,m,29981.0,False
DEF-BR0322-1,BR0322,INSP-BR0322-2025,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",38.3,m2,33561.0,False
DEF-BR0323-1,BR0323,INSP-BR0323-2026,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,6.1,point,203098.0,False
DEF-BR0323-2,BR0323,INSP-BR0323-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,40.0,location,108637.0,False
DEF-BR0323-3,BR0323,INSP-BR0323-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,14.2,m2,174593.0,False
DEF-BR0323-4,BR0323,INSP-BR0323-2026,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",7.3,location,99670.0,False
DEF-BR0323-5,BR0323,INSP-BR0323-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,38.6,location,52747.0,False
DEF-BR0324-1,BR0324,INSP-BR0324-2025,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",26.9,point,129340.0,False
DEF-BR0324-2,BR0324,INSP-BR0324-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,2.9,point,110781.0,False
DEF-BR0324-3,BR0324,INSP-BR0324-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,32.7,m2,11496.0,False
DEF-BR0325-1,BR0325,INSP-BR0325-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,11.3,location,350717.0,False
DEF-BR0325-2,BR0325,INSP-BR0325-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,24.0,location,108667.0,False
DEF-BR0325-3,BR0325,INSP-BR0325-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,52.6,m,70799.0,False
DEF-BR0326-1,BR0326,INSP-BR0326-2024,Deck pavement rutting,Deck system,Severe,"Pavement rutting, pothole, delamination",21.3,point,407503.0,True
DEF-BR0327-1,BR0327,INSP-BR0327-2026,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",41.2,m2,129507.0,False
DEF-BR0327-2,BR0327,INSP-BR0327-2026,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,48.4,m,51678.0,False
DEF-BR0327-3,BR0327,INSP-BR0327-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,36.8,location,75040.0,False
DEF-BR0327-4,BR0327,INSP-BR0327-2026,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",34.4,m,344042.0,False
DEF-BR0328-1,BR0328,INSP-BR0328-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,26.6,m,132760.0,False
DEF-BR0328-2,BR0328,INSP-BR0328-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,35.5,location,16647.0,False
DEF-BR0328-3,BR0328,INSP-BR0328-2026,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",25.7,point,389400.0,False
DEF-BR0328-4,BR0328,INSP-BR0328-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,50.2,m,187480.0,False
DEF-BR0328-5,BR0328,INSP-BR0328-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",40.0,location,34882.0,False
DEF-BR0329-1,BR0329,INSP-BR0329-2026,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,28.3,location,65749.0,False
DEF-BR0329-2,BR0329,INSP-BR0329-2026,Drainage blockage,Deck system,Moderate,"Blocked scupper, water ponding",23.4,location,74697.0,False
DEF-BR0330-1,BR0330,INSP-BR0330-2026,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,11.5,m2,360227.0,False
DEF-BR0330-2,BR0330,INSP-BR0330-2026,Rebar corrosion,Superstructure,Critical,Exposed or corroded reinforcement,27.6,point,461144.0,True
DEF-BR0330-3,BR0330,INSP-BR0330-2026,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,24.2,m,36606.0,False
DEF-BR0330-4,BR0330,INSP-BR0330-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",4.2,point,73761.0,False
DEF-BR0333-1,BR0333,INSP-BR0333-2026,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,51.0,m,187149.0,False
DEF-BR0333-2,BR0333,INSP-BR0333-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,55.4,m,117681.0,False
DEF-BR0333-3,BR0333,INSP-BR0333-2026,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,28.2,point,88743.0,False
DEF-BR0333-4,BR0333,INSP-BR0333-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",56.7,m2,140600.0,False
DEF-BR0334-1,BR0334,INSP-BR0334-2026,Drainage blockage,Deck system,Severe,"Blocked scupper, water ponding",57.1,point,623226.0,True
DEF-BR0334-2,BR0334,INSP-BR0334-2026,Expansion joint damage,Deck system,Critical,"Broken seal, leakage or joint blockage",4.4,m2,893752.0,True
DEF-BR0334-3,BR0334,INSP-BR0334-2026,Expansion joint damage,Deck system,Severe,"Broken seal, leakage or joint blockage",53.0,m2,798610.0,True
DEF-BR0335-1,BR0335,INSP-BR0335-2025,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,2.5,point,99515.0,False
DEF-BR0335-2,BR0335,INSP-BR0335-2025,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,42.4,location,86252.0,False
DEF-BR0335-3,BR0335,INSP-BR0335-2025,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",16.4,m2,334273.0,False
DEF-BR0336-1,BR0336,INSP-BR0336-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,48.5,m,152337.0,False
DEF-BR0336-2,BR0336,INSP-BR0336-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,32.4,m,147488.0,False
DEF-BR0337-1,BR0337,INSP-BR0337-2025,Crack,Superstructure,Moderate,Longitudinal/transverse cracking in girder or slab,31.4,location,74524.0,False
DEF-BR0338-1,BR0338,INSP-BR0338-2026,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,50.4,location,391850.0,False
DEF-BR0338-2,BR0338,INSP-BR0338-2026,Deck pavement rutting,Deck system,Critical,"Pavement rutting, pothole, delamination",26.4,point,1317275.0,True
DEF-BR0339-1,BR0339,INSP-BR0339-2023,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,54.1,m2,105289.0,False
DEF-BR0339-2,BR0339,INSP-BR0339-2023,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",10.7,point,162127.0,False
DEF-BR0339-3,BR0339,INSP-BR0339-2023,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,20.6,point,6399.0,False
DEF-BR0339-4,BR0339,INSP-BR0339-2023,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,39.6,point,338982.0,False
DEF-BR0339-5,BR0339,INSP-BR0339-2023,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,41.3,point,158481.0,False
DEF-BR0340-1,BR0340,INSP-BR0340-2025,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",24.8,location,82837.0,False
DEF-BR0340-2,BR0340,INSP-BR0340-2025,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,1.7,location,169263.0,False
DEF-BR0340-3,BR0340,INSP-BR0340-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,44.2,m2,65100.0,False
DEF-BR0341-1,BR0341,INSP-BR0341-2024,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,12.9,point,111548.0,False
DEF-BR0341-2,BR0341,INSP-BR0341-2024,Expansion joint damage,Deck system,Severe,"Broken seal, leakage or joint blockage",41.4,m,689129.0,True
DEF-BR0341-3,BR0341,INSP-BR0341-2024,Rebar corrosion,Superstructure,Severe,Exposed or corroded reinforcement,33.8,m,773130.0,True
DEF-BR0341-4,BR0341,INSP-BR0341-2024,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,8.1,point,170799.0,False
DEF-BR0342-1,BR0342,INSP-BR0342-2024,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,7.3,m2,194237.0,False
DEF-BR0342-2,BR0342,INSP-BR0342-2024,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",20.1,location,38749.0,False
DEF-BR0342-3,BR0342,INSP-BR0342-2024,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",21.3,m2,65217.0,False
DEF-BR0342-4,BR0342,INSP-BR0342-2024,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,26.9,m2,300125.0,False
DEF-BR0343-1,BR0343,INSP-BR0343-2026,Bearing damage,Bearing,Severe,"Aging rubber bearing, displacement or shear deformation",18.2,m2,749337.0,True
DEF-BR0343-2,BR0343,INSP-BR0343-2026,Water leakage / efflorescence,Superstructure,Severe,Seepage marks and efflorescence,2.0,location,318734.0,True
DEF-BR0344-1,BR0344,INSP-BR0344-2025,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,15.3,location,270764.0,False
DEF-BR0345-1,BR0345,INSP-BR0345-2026,Drainage blockage,Deck system,Moderate,"Blocked scupper, water ponding",22.4,m,312591.0,False
DEF-BR0345-2,BR0345,INSP-BR0345-2026,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,38.5,location,87223.0,False
DEF-BR0345-3,BR0345,INSP-BR0345-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,22.8,m,83461.0,False
DEF-BR0346-1,BR0346,INSP-BR0346-2025,Scour / erosion,Foundation,Severe,Riverbed scour or slope erosion,23.9,location,465141.0,True
DEF-BR0346-2,BR0346,INSP-BR0346-2025,Drainage blockage,Deck system,Moderate,"Blocked scupper, water ponding",13.4,m,217406.0,False
DEF-BR0347-1,BR0347,INSP-BR0347-2024,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,37.5,location,54521.0,False
DEF-BR0347-2,BR0347,INSP-BR0347-2024,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,5.5,m2,131243.0,False
DEF-BR0347-3,BR0347,INSP-BR0347-2024,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,19.5,m2,198731.0,False
DEF-BR0347-4,BR0347,INSP-BR0347-2024,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,14.5,location,77241.0,False
DEF-BR0348-1,BR0348,INSP-BR0348-2026,Crack,Superstructure,Severe,Longitudinal/transverse cracking in girder or slab,6.6,m,179854.0,True
DEF-BR0349-1,BR0349,INSP-BR0349-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,13.3,m,356707.0,False
DEF-BR0350-1,BR0350,INSP-BR0350-2026,Drainage blockage,Deck system,Severe,"Blocked scupper, water ponding",26.1,m,321213.0,True
DEF-BR0351-1,BR0351,INSP-BR0351-2025,Spalling,Superstructure,Severe,Concrete cover spalling / exposed aggregate,6.7,point,23436.0,True
DEF-BR0351-2,BR0351,INSP-BR0351-2025,Crack,Superstructure,Severe,Longitudinal/transverse cracking in girder or slab,32.1,m2,768061.0,True
DEF-BR0351-3,BR0351,INSP-BR0351-2025,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",50.4,point,194774.0,False
DEF-BR0351-4,BR0351,INSP-BR0351-2025,Spalling,Superstructure,Critical,Concrete cover spalling / exposed aggregate,3.7,m,581714.0,True
DEF-BR0352-1,BR0352,INSP-BR0352-2025,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",19.2,location,162158.0,False
DEF-BR0352-2,BR0352,INSP-BR0352-2025,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",1.4,m2,140196.0,False
DEF-BR0352-3,BR0352,INSP-BR0352-2025,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,24.2,m2,196809.0,False
DEF-BR0353-1,BR0353,INSP-BR0353-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,53.9,location,173476.0,False
DEF-BR0353-2,BR0353,INSP-BR0353-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,32.2,m2,42614.0,False
